,TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude,species,sites
0,119263,Pinus radiata :: Monterey Pine,495X Lakeshore Dr,Median : Yard,,10x30,,,Pinus,Median 
1,22346,Lophostemon confertus :: Brisbane Box,5280 03rd St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7295482207565,-122.39268941982701,Lophostemon,Sidewalk
2,23567,Platanus x hispanica :: Sycamore: London Plane,2975 Van Ness Ave,Sidewalk: Curb side : Cutout,3.0,3X3,37.803046726686894,-122.42506362870199,Platanus,Sidewalk
3,10933,Lophostemon confertus :: Brisbane Box,1359 Hudson Ave,Sidewalk: Curb side : Cutout,12.0,3X4,37.7374318223223,-122.384063092353,Lophostemon,Sidewalk
4,28375,Magnolia grandiflora :: Southern Magnolia,3014 Sacramento St,Sidewalk: Curb side : Cutout,3.0,3x3,37.788757908594896,-122.442978542939,Magnolia,Sidewalk
5,17325,Fraxinus americana :: American Ash,150 Otis St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7709543699737,-122.420355751511,Fraxinus,Sidewalk
6,25725,Platanus x hispanica :: Sycamore: London Plane,729 Grove St,Sidewalk: Curb side : Cutout,12.0,3X3,37.777052715887706,-122.428697236196,Platanus,Sidewalk
7,188665,Acacia melanoxylon :: Blackwood Acacia,2175X Palou Ave,Sidewalk: Curb side : Cutout,37.0,,37.740606653987705,-122.402212916691,Acacia,Sidewalk
8,6251,Acacia melanoxylon :: Blackwood Acacia,1315 Ellis St,Sidewalk: Curb side : Cutout,24.0,3X3,37.7828532389184,-122.428176124144,Acacia,Sidewalk
9,9895,Eucalyptus Spp :: Eucalyptus,1800X Pine St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7889474242075,-122.426360597873,Eucalyptus,Sidewalk
10,220007,Acacia baileyana :: Bailey's Acacia,929 Valencia St,Sidewalk: Curb side : Cutout,1.0,Width 3ft,37.7579627654961,-122.421110461684,Acacia,Sidewalk
11,18916,Olea europaea :: Olive Tree,2621 Sacramento St,Sidewalk: Curb side : Cutout,14.0,6x5,37.7895026155894,-122.4361187581,Olea,Sidewalk
12,228561,Lophostemon confertus :: Brisbane Box,700 Valencia St,Sidewalk: Curb side : Cutout,7.0,Width 3ft,37.7615653191939,-122.42167583577299,Lophostemon,Sidewalk
13,6337,Metrosideros excelsa :: New Zealand Xmas Tree,1916 Ellis St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7817583075946,-122.437768878541,Metrosideros,Sidewalk
14,832,Lagunaria patersonii :: Primrose Tree,1396 47th Ave,Sidewalk: Curb side : Cutout,3.0,3X3,37.7605442750604,-122.50693272862101,Lagunaria,Sidewalk
15,26071,Melaleuca quinquenervia :: Cajeput,247 Orizaba Ave,Sidewalk: Curb side : Cutout,3.0,3X3,37.7134297247264,-122.46265023824101,Melaleuca,Sidewalk
16,11606,Lagunaria patersonii :: Primrose Tree,4200x Judah St,Sidewalk: Curb side : Cutout,3.0,3X3,37.76045094714279,-122.507135818078,Lagunaria,Sidewalk
17,24532,Lagunaria patersonii :: Primrose Tree,1395 47th Ave,Sidewalk: Curb side : Cutout,3.0,3X3,37.7607233666377,-122.50709148147499,Lagunaria,Sidewalk
18,5972,Pittosporum undulatum :: Victorian Box,1550 Eddy St,Sidewalk: Curb side : Cutout,8.0,3X3,37.7813844410266,-122.43311045884899,Pittosporum,Sidewalk
19,830,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1384 47th Ave,Sidewalk: Curb side : Cutout,3.0,5.5x6.5,37.7607163481902,-122.506944712409,Tristaniopsis,Sidewalk
20,21682,Prunus serrulata :: Ornamental Cherry,1830 Sutter St,Sidewalk: Curb side : Cutout,3.0,4x4,37.7865157709252,-122.43054034167,Prunus,Sidewalk
21,29943,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',242 Broad St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7132339790874,-122.460559423837,Tristaniopsis,Sidewalk
22,11582,Lagunaria patersonii :: Primrose Tree,4000 Judah St,Sidewalk: Curb side : Cutout,3.0,3X3,37.760550193841404,-122.505003612665,Lagunaria,Sidewalk
23,175044,Metrosideros excelsa :: New Zealand Xmas Tree,80x Junipero Serra Blvd,Sidewalk: Curb side : Cutout,19.0,Width 3ft,37.7115804269636,-122.470973377029,Metrosideros,Sidewalk
24,17881,Olea europaea :: Olive Tree,2205 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7880667103656,-122.432237297056,Olea,Sidewalk
25,24515,Lophostemon confertus :: Brisbane Box,2030 Fell St,Sidewalk: Curb side : Cutout,3.0,3X3,37.772381016672895,-122.45133412385,Lophostemon,Sidewalk
26,2985,Platanus x hispanica :: Sycamore: London Plane,2253 California St,Sidewalk: Curb side : Cutout,65.0,3X3,37.789124975971106,-122.431429279776,Platanus,Sidewalk
27,182083,Lagunaria patersonii :: Primrose Tree,1101 Taraval St,Sidewalk: Curb side : Cutout,3.0,Width 0ft,37.742858080169505,-122.47800774412599,Lagunaria,Sidewalk
28,9914,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1900 Gough St,Sidewalk: Curb side : Cutout,126.0,3X3,37.7911641319684,-122.42577893234899,Ficus,Sidewalk
29,93463,Prunus x 'Amanogawa' :: Flowering Cherry,1739 Taraval St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7425539090053,-122.48492886712098,Prunus,Sidewalk
30,15429,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2125 Mission St,Sidewalk: Curb side : Cutout,15.0,4X4,37.762960616913205,-122.41938599878401,Ficus,Sidewalk
31,138359,Ficus retusa nitida :: Banyan Fig,2060 SUTTER ST,Sidewalk: Curb side : Cutout,15.0,Width 0ft,37.7860784126894,-122.43386429175101,Ficus,Sidewalk
32,251248,Corymbia ficifolia :: Red Flowering Gum,829 Chenery St,Sidewalk: Curb side : Cutout,,3x3,37.7347771581377,-122.436066227259,Corymbia,Sidewalk
33,251245,Corymbia ficifolia :: Red Flowering Gum,701 Chenery St,Sidewalk: Curb side : Cutout,,,37.73445361741221,-122.433896153002,Corymbia,Sidewalk
34,103786,Magnolia grandiflora :: Southern Magnolia,1221 Polk St,Sidewalk: Curb side : Pot,3.0,3x3,37.7881014522033,-122.420267712778,Magnolia,Sidewalk
35,138805,Ulmus parvifolia :: Chinese Elm,2355 PINE ST,Sidewalk: Curb side : Cutout,11.0,Width 0ft,37.787752342886,-122.434736117903,Ulmus,Sidewalk
36,138800,Maytenus boaria :: Mayten,2375 PINE ST,Sidewalk: Curb side : Cutout,7.0,Width 0ft,37.7876955676952,-122.435116665287,Maytenus,Sidewalk
37,11423,Metrosideros excelsa :: New Zealand Xmas Tree,722X Mendell St,Sidewalk: Curb side : Cutout,0.0,3X3,37.738872842648796,-122.38660458641,Metrosideros,Sidewalk
38,13622,Platanus x hispanica :: Sycamore: London Plane,562 Market St,Sidewalk: Curb side : Cutout,18.0,4x4,37.789687756343604,-122.401085198325,Platanus,Sidewalk
39,26932,Pittosporum undulatum :: Victorian Box,1570 Golden Gate Ave,Sidewalk: Curb side : Cutout,3.0,3X3,37.7790770280177,-122.43632769328998,Pittosporum,Sidewalk
40,2654,Maytenus boaria :: Mayten,1988 Bush St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7875549020514,-122.429951242636,Maytenus,Sidewalk
41,2928,Platanus x hispanica :: Sycamore: London Plane,1834 California St,Sidewalk: Curb side : Cutout,25.0,3X3,37.7901773571486,-122.42460238530501,Platanus,Sidewalk
42,251250,Prunus amygdalus :: Almond,321X Corbett Ave,Front Yard : Yard,,10x10,37.7600926500434,-122.444594033425,Prunus,Front Yard 
43,24634,Pyrus calleryana :: Ornamental Pear,507 Divisadero St,Sidewalk: Curb side : Cutout,3.0,3x3,37.774381702191896,-122.437783152308,Pyrus,Sidewalk
44,182864,Tree(s) ::,1674 27th Ave,Sidewalk: Curb side : Cutout,1.0,Width 0ft,37.7562473553988,-122.485133888104,Tree(s),Sidewalk
45,19810,Araucaria heterophylla :: Norfolk Island Pine,100 STAIRWAY24,Sidewalk: Curb side : Cutout,12.0,100ST,,,Araucaria,Sidewalk
46,818,Metrosideros excelsa :: New Zealand Xmas Tree,1385 45th Ave,Sidewalk: Curb side : Cutout,35.0,4x4,37.7607799675436,-122.504955867812,Metrosideros,Sidewalk
47,9598,Maytenus boaria :: Mayten,1350 Golden Gate Ave,Sidewalk: Curb side : Cutout,12.0,3X3,37.7795222347306,-122.43282272296999,Maytenus,Sidewalk
48,10157,Ligustrum lucidum :: Glossy Privet,995 Guerrero St,Sidewalk: Curb side : Cutout,12.0,3x3,37.755386722241504,-122.42308680461201,Ligustrum,Sidewalk
49,129605,Ligustrum lucidum :: Glossy Privet,2101 Van Ness Ave,Sidewalk: Curb side : Cutout,10.0,Width 4ft,37.79521682154579,-122.42348685993299,Ligustrum,Sidewalk
50,9421,Lophostemon confertus :: Brisbane Box,701X Golden Gate Ave,Sidewalk: Curb side : Cutout,12.0,3x3,37.7806825946662,-122.42259863641199,Lophostemon,Sidewalk
51,18021,Ficus retusa nitida :: Banyan Fig,2725 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.78692829139071,-122.44112805661501,Ficus,Sidewalk
52,230412,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,310 Dolores St,Sidewalk: Curb side : Cutout,1.0,Width 6ft,37.7644435373721,-122.426516892666,Magnolia,Sidewalk
53,7957,Lophostemon confertus :: Brisbane Box,1800 Franklin St,Sidewalk: Curb side : Cutout,3.0,3X3,37.791212266380896,-122.424102272302,Lophostemon,Sidewalk
54,3139,Platanus x hispanica :: Sycamore: London Plane,3320 California St,Sidewalk: Curb side : Cutout,16.0,3X3,37.7870250535005,-122.449325021743,Platanus,Sidewalk
55,244346,Pyrus calleryana :: Ornamental Pear,300 Octavia St,Sidewalk: Curb side : Cutout,4.0,Width 0ft,37.77495474924589,-122.42400197393101,Pyrus,Sidewalk
56,191854,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,573 10th St,Sidewalk: Property side : Yard,24.0,Width 6ft,37.7697596664942,-122.408814503513,Eucalyptus,Sidewalk
57,14553,Acacia melanoxylon :: Blackwood Acacia,875 Masonic Ave,Sidewalk: Curb side : Cutout,60.0,3X3,37.7732947980524,-122.446066856713,Acacia,Sidewalk
58,244298,Prunus serrulata :: Ornamental Cherry,350 Octavia St,Sidewalk: Curb side : Cutout,6.0,Width 0ft,37.7753793775331,-122.42408895277501,Prunus,Sidewalk
59,13664,Platanus x hispanica :: Sycamore: London Plane,648 Market St,Sidewalk: Curb side : Cutout,35.0,4x4,37.788420242855395,-122.402663664993,Platanus,Sidewalk
60,229175,Lophostemon confertus :: Brisbane Box,795 Valencia St,Sidewalk: Curb side : Cutout,6.0,Width 3ft,37.7602513890079,-122.421343931093,Lophostemon,Sidewalk
61,13824,Platanus x hispanica :: Sycamore: London Plane,964 Market St,Sidewalk: Curb side : Cutout,40.0,4x4,37.7830015179357,-122.40945995866699,Platanus,Sidewalk
62,22941,Lophostemon confertus :: Brisbane Box,413 Valencia St,Sidewalk: Curb side : Cutout,6.0,3X3,37.766288570288204,-122.421912561635,Lophostemon,Sidewalk
63,187139,Cupressus macrocarpa :: Monterey Cypress,2301 Sunset Blvd,Sidewalk: Property side : Yard,39.0,Width 0ft,37.7439474344515,-122.494773601416,Cupressus,Sidewalk
64,235603,Platanus x hispanica :: Sycamore: London Plane,715 Valencia St,Sidewalk: Curb side : Cutout,7.0,Width 3ft,37.7613944596986,-122.42144325851002,Platanus,Sidewalk
65,18096,Prunus serrulata :: Ornamental Cherry,3008 Pine St,Sidewalk: Curb side : Cutout,6.0,3X3,37.786481285230295,-122.44577068023099,Prunus,Sidewalk
66,3092,Platanus x hispanica :: Sycamore: London Plane,2980 California St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7877828069853,-122.443417371621,Platanus,Sidewalk
67,229176,Lophostemon confertus :: Brisbane Box,793 Valencia St,Sidewalk: Curb side : Cutout,2.0,Width 3ft,37.7603080570896,-122.42134802750601,Lophostemon,Sidewalk
68,138112,Ficus retusa nitida :: Banyan Fig,1698 Sutter St,Sidewalk: Curb side : Cutout,17.0,Width 0ft,37.7868155327596,-122.428183141793,Ficus,Sidewalk
69,251282,Callistemon viminalis :: Weeping Bottlebrush,1299x Hudson Ave,Sidewalk: Curb side : Cutout,,3x3,37.7345728945406,-122.38290623346,Callistemon,Sidewalk
70,11057,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1630 Hyde St,Sidewalk: Curb side : Cutout,70.0,3X3,37.795933702633796,-122.418319444503,Ficus,Sidewalk
71,251275,Tristaniopsis laurina :: Swamp Myrtle,1175x Hudson Ave,Sidewalk: Curb side : Cutout,,3x3,37.732999109091,-122.381690402626,Tristaniopsis,Sidewalk
72,228559,Lophostemon confertus :: Brisbane Box,706 Valencia St,Sidewalk: Curb side : Cutout,7.0,Width 3ft,37.7614467741619,-122.42165396877701,Lophostemon,Sidewalk
73,251280,Callistemon viminalis :: Weeping Bottlebrush,1275x Hudson Ave,Sidewalk: Curb side : Cutout,,3x3,37.734107450868,-122.38263849321599,Callistemon,Sidewalk
74,13004,Olea europaea 'Fruitless' :: Fruitless Olive,368 Lombard St,Sidewalk: Curb side : Cutout,3.0,4X4,37.8035522695821,-122.407659361785,Olea,Sidewalk
75,17856,Olea europaea :: Olive Tree,2121 Pine St,Sidewalk: Curb side : Cutout,10.0,3X3,37.7881565558045,-122.431374278321,Olea,Sidewalk
76,13887,Platanus x hispanica :: Sycamore: London Plane,1028 Market St,Sidewalk: Curb side : Cutout,12.0,4x4,37.781778865529105,-122.411040866943,Platanus,Sidewalk
77,229177,Lophostemon confertus :: Brisbane Box,789 Valencia St,Sidewalk: Curb side : Cutout,5.0,Width 3ft,37.7603841541343,-122.42135109956699,Lophostemon,Sidewalk
78,13971,Platanus x hispanica :: Sycamore: London Plane,1150X Market St,Sidewalk: Curb side : Cutout,12.0,4x4,37.780516220741,-122.412733301341,Platanus,Sidewalk
79,236222,Platanus racemosa :: California Sycamore,758 Valencia St,Sidewalk: Curb side : Cutout,7.0,Width 3ft,37.7608256474983,-122.42161335716801,Platanus,Sidewalk
80,6932,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',500 Fell St,Sidewalk: Curb side : Cutout,12.0,3X3,37.775582081585895,-122.42625675563801,Ficus,Sidewalk
81,200971,Platanus x hispanica :: Sycamore: London Plane,1408 Market St,Sidewalk: Curb side : Cutout,5.0,Width 0ft,37.7763932439775,-122.417875241075,Platanus,Sidewalk
82,200966,Platanus x hispanica :: Sycamore: London Plane,1438 Market St,Sidewalk: Curb side : Cutout,11.0,Width 0ft,37.776035520315205,-122.418324330264,Platanus,Sidewalk
83,23112,Lophostemon confertus :: Brisbane Box,1448 Valencia St,Sidewalk: Curb side : Cutout,20.0,3X3,37.74967287242389,-122.42054965793899,Lophostemon,Sidewalk
84,18999,Olea europaea :: Olive Tree,3039 Sacramento St,Sidewalk: Curb side : Cutout,24.0,3x3,37.7886348840283,-122.442962190565,Olea,Sidewalk
85,200701,Magnolia grandiflora :: Southern Magnolia,1433 Mendell St,Sidewalk: Curb side : Cutout,1.0,Width 0ft,37.7341669595219,-122.390696529464,Magnolia,Sidewalk
86,10470,Lophostemon confertus :: Brisbane Box,1614 Haight St,Sidewalk: Curb side : Cutout,3.0,3x3,37.76980724742621,-122.449023538308,Lophostemon,Sidewalk
87,14079,Platanus x hispanica :: Sycamore: London Plane,1420 Market St,Sidewalk: Curb side : Cutout,12.0,4X4,37.7761666587056,-122.418155844592,Platanus,Sidewalk
88,200973,Platanus x hispanica :: Sycamore: London Plane,1416 Market St,Sidewalk: Curb side : Cutout,10.0,Width 0ft,37.7762874795996,-122.41816956622401,Platanus,Sidewalk
89,200974,Platanus x hispanica :: Sycamore: London Plane,1422 Market St,Sidewalk: Curb side : Cutout,10.0,Width 0ft,37.7762874795996,-122.41816956622401,Platanus,Sidewalk
90,85529,Eriobotrya deflexa :: Bronze Loquat,101 12th St,Sidewalk: Curb side : Cutout,6.0,3x3,37.7722678019432,-122.417965767207,Eriobotrya,Sidewalk
91,14085,Platanus x hispanica :: Sycamore: London Plane,1446 Market St,Sidewalk: Curb side : Cutout,12.0,4X4,37.775991697649104,-122.418387229062,Platanus,Sidewalk
92,18680,Platanus x hispanica :: Sycamore: London Plane,150X Richardson Ave,Sidewalk: Curb side : Cutout,18.0,15X15TR,37.8001180187875,-122.446524108406,Platanus,Sidewalk
93,4707,Lophostemon confertus :: Brisbane Box,968 Columbus Ave,Sidewalk: Curb side : Cutout,3.0,5x5,37.8032356306012,-122.414254658567,Lophostemon,Sidewalk
94,5204,Platanus x hispanica :: Sycamore: London Plane,777 Divisadero St,Sidewalk: Curb side : Cutout,3.0,4X4,37.7765435284866,-122.438227828795,Platanus,Sidewalk
95,18856,Corymbia ficifolia :: Red Flowering Gum,2201 Sacramento St,Sidewalk: Curb side : Cutout,12.0,3X3,37.790356315029996,-122.429371791378,Corymbia,Sidewalk
96,248942,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,1500x Galvez Ave,Sidewalk: Curb side : Cutout,3.0,3x3,37.739684495027205,-122.385851388433,Magnolia,Sidewalk
97,13638,Platanus x hispanica :: Sycamore: London Plane,576 Market St,Sidewalk: Curb side : Cutout,20.0,4x4,37.7894242082171,-122.40137272597799,Platanus,Sidewalk
98,242524,Ulmus parvifolia :: Chinese Elm,1902 Folsom St,Sidewalk: Curb side : Cutout,7.0,Width 2ft,37.7667866624906,-122.415553715331,Ulmus,Sidewalk
99,15241,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1370 Mission St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7756854149614,-122.415665767345,Ficus,Sidewalk
100,240412,Rhamnus alaternus :: Italian Buckthorn,3420 Market St,:,7.0,Width 3ft,37.7569687331323,-122.442678332141,Rhamnus,
101,229041,Lophostemon confertus :: Brisbane Box,1398 Church St,Sidewalk: Curb side : Cutout,10.0,Width 3ft,37.7486143110022,-122.427245115077,Lophostemon,Sidewalk
102,2880,Platanus x hispanica :: Sycamore: London Plane,1477 California St,Sidewalk: Curb side : Cutout,45.0,3X3,37.7907634327304,-122.41854743611,Platanus,Sidewalk
103,242532,Ulmus parvifolia :: Chinese Elm,2140 Folsom St,Sidewalk: Curb side : Cutout,7.0,Width 3ft,37.7629599086871,-122.41518894402,Ulmus,Sidewalk
104,251337,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2230 Ocean Ave,Sidewalk: Curb side : Cutout,,3x3,37.728604988221896,-122.46772058248399,Tristaniopsis,Sidewalk
105,5214,Pyrus calleryana :: Ornamental Pear,835 Divisadero St,Sidewalk: Curb side : Cutout,3.0,3X3,37.7773859294292,-122.438387950593,Pyrus,Sidewalk
106,251360,Ginkgo biloba :: Maidenhair Tree,301 07th St,Sidewalk: Curb side : Cutout,,3x3,37.7767505721368,-122.40757431033701,Ginkgo,Sidewalk
107,236224,Platanus racemosa :: California Sycamore,740 Valencia St,Sidewalk: Curb side : Cutout,7.0,Width 3ft,37.7610355717565,-122.421621166906,Platanus,Sidewalk
108,230151,Magnolia grandiflora :: Southern Magnolia,583 Church St,Sidewalk: Curb side : Cutout,4.0,Width 3ft,37.761418494979296,-122.42826674581998,Magnolia,Sidewalk
109,25708,Platanus x hispanica :: Sycamore: London Plane,586 06th St,Sidewalk: Curb side : Cutout,11.0,3X3,37.77504171494321,-122.40144725460199,Platanus,Sidewalk
110,24812,Pyrus calleryana :: Ornamental Pear,2425 Fillmore St,Sidewalk: Curb side : Cutout,5.0,3X3,37.7919879109555,-122.434546304291,Pyrus,Sidewalk
111,195045,Platanus x hispanica :: Sycamore: London Plane,312 06th St,:,10.0,Width 3ft,37.7783317443601,-122.40556550564501,Platanus,
112,7350,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2239 Fillmore St,Sidewalk: Curb side : Cutout,12.0,3X3,37.790403357673895,-122.434214763813,Ficus,Sidewalk
113,251373,Cupressus macrocarpa :: Monterey Cypress,401 Portola Dr,Median : Yard,,,37.7467166026546,-122.446329965078,Cupressus,Median 
114,231129,Maytenus boaria :: Mayten,821 14th St,Sidewalk: Curb side : Cutout,17.0,Width 3ft,37.7674929441754,-122.431842705671,Maytenus,Sidewalk
115,100816,Platanus x hispanica :: Sycamore: London Plane,261 06th St,Sidewalk: Curb side : Cutout,7.0,3x3,37.779118033309395,-122.406213398837,Platanus,Sidewalk
116,14058,Platanus x hispanica :: Sycamore: London Plane,1390 Market St,Sidewalk: Curb side : Cutout,18.0,4X4,37.7774446311696,-122.416550977219,Platanus,Sidewalk
117,251369,Ficus nitida :: Laurel Fig,390 06th St,Sidewalk: Curb side : Cutout,,3x3,37.7773398544385,-122.404256716486,Ficus,Sidewalk
118,221428,Acacia stenophylla :: Shoestring Acacia,100x Guerrero St,Median : Cutout,1.0,Width 3ft,37.769467407522896,-122.424551705821,Acacia,Median 
119,212187,Corymbia ficifolia :: Red Flowering Gum,720 Bosworth St,Sidewalk: Property side : Yard,16.0,,37.733870041163,-122.435152693763,Corymbia,Sidewalk
120,216488,Corymbia ficifolia :: Red Flowering Gum,800x Bosworth St,Sidewalk: Curb side : Cutout,0.0,Width 3ft,37.7339160801534,-122.43604586623002,Corymbia,Sidewalk
121,193091,Magnolia grandiflora :: Southern Magnolia,1395 Fairfax Ave,:,6.0,Width 3ft,37.7400464320877,-122.38515006152201,Magnolia,
122,2190,Metrosideros excelsa :: New Zealand Xmas Tree,1055 Broderick St,Sidewalk: Curb side : Cutout,12.0,4X4,37.7801623757286,-122.44062346036199,Metrosideros,Sidewalk
123,5563,Myoporum laetum :: Myoporum,1000 Dolores St,Sidewalk: Curb side : Cutout,35.0,3,37.753338590028,-122.42544803402399,Myoporum,Sidewalk
124,124177,Cupressus macrocarpa :: Monterey Cypress,8X Almaden Ct,Sidewalk: Property side : Yard,10.0,Width 9ft,37.7805760973259,-122.457897862346,Cupressus,Sidewalk
125,117001,::,1X Bernal Heights Blvd,Front Yard : Yard,,,,,::,Front Yard 
126,6322,Tristania conferta ::,1864 Ellis St,Sidewalk: Curb side : Cutout,6.0,4X4,37.7818440417219,-122.43704902046998,Tristania,Sidewalk
127,251399,Ficus microcarpa :: Chinese Banyan,841 Columbus Ave,Sidewalk: Curb side : Cutout,,3x3,37.802373734427796,-122.413288863041,Ficus,Sidewalk
128,3094,Platanus x hispanica :: Sycamore: London Plane,3006 California St,Sidewalk: Curb side : Cutout,12.0,3X2,37.7877138091859,-122.443951383666,Platanus,Sidewalk
129,15433,Ficus retusa nitida :: Banyan Fig,2135 Mission St,Sidewalk: Curb side : Cutout,18.0,4X4,37.7628180091578,-122.419367848279,Ficus,Sidewalk
130,143018,Ficus retusa nitida :: Banyan Fig,404 LOMBARD ST,Sidewalk: Curb side : Cutout,20.0,Width 0ft,37.80348159588821,-122.40826430805402,Ficus,Sidewalk
131,13046,Ficus nitida :: Laurel Fig,534 Lombard St,Sidewalk: Curb side : Cutout,18.0,5x3,37.8032072253646,-122.41041331411199,Ficus,Sidewalk
132,13070,Olea europaea :: Olive Tree,630 Lombard St,Sidewalk: Curb side : Cutout,22.0,3x3,37.803032589908106,-122.4119030734,Olea,Sidewalk
133,27411,Schinus terebinthifolius :: Brazilian Pepper,2198 Fell St,Sidewalk: Curb side : Cutout,6.0,3X3,37.7720572057802,-122.453869751853,Schinus,Sidewalk
134,141829,Pittosporum undulatum :: Victorian Box,1058 GOLDEN GATE AVE,Sidewalk: Curb side : Cutout,5.0,Width 0ft,37.780121354581105,-122.42814858004101,Pittosporum,Sidewalk
135,139734,Platanus x hispanica :: Sycamore: London Plane,1451 Geary Blvd,Sidewalk: Curb side : Cutout,15.0,Width 0ft,37.784899873448204,-122.42701535739799,Platanus,Sidewalk
136,229022,Lophostemon confertus :: Brisbane Box,383 Valencia St,Sidewalk: Curb side : Cutout,10.0,Width 3ft,37.7668905539726,-122.421967318656,Lophostemon,Sidewalk
137,17847,Magnolia grandiflora :: Southern Magnolia,2082 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.788484376640206,-122.430043414021,Magnolia,Sidewalk
138,238894,Pyrus calleryana :: Ornamental Pear,1169 South Van Ness Ave,Sidewalk: Curb side : Cutout,3.0,Width 3ft,37.7544696223947,-122.416348565858,Pyrus,Sidewalk
139,200822,Tristania conferta ::,5266 03rd St,Sidewalk: Curb side : Cutout,4.0,Width 0ft,37.7297887395904,-122.392600482998,Tristania,Sidewalk
140,22300,Pyrus calleryana :: Ornamental Pear,5000 03rd St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7331585757016,-122.391429927203,Pyrus,Sidewalk
141,18283,Tristaniopsis laurina :: Swamp Myrtle,2000 Post St,Sidewalk: Curb side : Cutout,6.0,4X4,37.7849933804768,-122.434931434249,Tristaniopsis,Sidewalk
142,97601,Pyrus calleryana :: Ornamental Pear,855 Divisadero St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7775802046297,-122.43843514847099,Pyrus,Sidewalk
143,200823,Tristania conferta ::,5286 03rd St,Sidewalk: Curb side : Cutout,4.0,Width 0ft,37.7296051738385,-122.392669085224,Tristania,Sidewalk
144,2976,Platanus x hispanica :: Sycamore: London Plane,2187 California St,Sidewalk: Curb side : Cutout,45.0,3X2,37.7892615083399,-122.43021493095699,Platanus,Sidewalk
145,13179,Tristania conferta ::,1976 Lombard St,Sidewalk: Curb side : Cutout,14.0,3X3,37.8002021701058,-122.434091743886,Tristania,Sidewalk
146,8248,Acer rubrum 'Armstrong' :: Armstrong Red Maple,1515 Galvez Ave,Sidewalk: Curb side : Cutout,3.0,3x3,37.739901571095,-122.38655841155001,Acer,Sidewalk
147,14837,Ulmus parvifolia :: Chinese Elm,1306 McAllister St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7784557229826,-122.43367923622401,Ulmus,Sidewalk
148,14582,Ginkgo biloba :: Maidenhair Tree,1157 Masonic Ave,Sidewalk: Curb side : Cutout,100.0,4X4,37.7705146429615,-122.445505607921,Ginkgo,Sidewalk
149,200488,Lophostemon confertus :: Brisbane Box,2585 03rd St,Sidewalk: Curb side : Cutout,6.0,Width 4ft,37.7555806376415,-122.38786561392901,Lophostemon,Sidewalk
150,251423,Ulmus pumila :: Siberian Elm,2162 Alemany Blvd,Sidewalk: Curb side : Cutout,,3x3,37.718164612456604,-122.44217960719999,Ulmus,Sidewalk
151,24631,Ginkgo biloba :: Maidenhair Tree,601 Divisadero St,Sidewalk: Curb side : Cutout,3.0,3X3,37.775233214934104,-122.43796053363701,Ginkgo,Sidewalk
152,23276,Platanus x hispanica :: Sycamore: London Plane,819 Van Ness Ave,Sidewalk: Curb side : Cutout,7.0,4x4,37.7832276265901,-122.421077496141,Platanus,Sidewalk
153,177641,Metrosideros excelsa :: New Zealand Xmas Tree,5900 Mission St,Sidewalk: Curb side : Cutout,0.0,Width 4ft,37.708658698704795,-122.45336973165199,Metrosideros,Sidewalk
154,22619,Schinus terebinthifolius :: Brazilian Pepper,1107 Turk St,Sidewalk: Curb side : Cutout,25.0,3X3,37.7810182911755,-122.42753224810801,Schinus,Sidewalk
155,245468,Platanus x hispanica :: Sycamore: London Plane,3290 Mission St,Sidewalk: Curb side : Cutout,9.0,Width 0ft,37.7441925761806,-122.420903147917,Platanus,Sidewalk
156,2333,Lophostemon confertus :: Brisbane Box,2321 Bryant St,Sidewalk: Curb side : Cutout,18.0,5X5,37.7572123783538,-122.40943952063299,Lophostemon,Sidewalk
